Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000174592,PHILO1,PHILO,1,Introduction to Philosophy,"PHILO 1 - Introduction to Philosophy, 3 units Recommended for Success: Eligibility for ENGL 1A 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of the field of philosophy, including human nature, meaning in life, and values in ethics, social justice, and art; knowledge, truth, logic, and the scientific method; ultimate reality and philosophy of religion. Not repeatable. MJC equivalent: (PHILO 101) Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B) C-ID: (PHIL 100)",PHIL,1509.00,150900,D,A,3,3,N,E,N,Y,,N,PHIL 100,NULL,CPHILO,1,Y,Y,Y,1,CPHILO-1,,
CCC000230779,PHILO25,PHILO,25,Twentieth Century Philosophy,"PHILO 25 - Twentieth Century Philosophy, 3 units Recommended for Success: ENGL 1A 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  A brief survey of nineteenth and twentieth century philosophy emphasizing the contributions of various thinkers to our understanding of what it is to be human, the nature of society and the relationship of the individual to it, science, technology and human values, and the meaning of life itself. Not repeatable. MJC equivalent: (PHILO 123) Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B)",PHIL,1509.00,150900,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CPHILO,25,Y,Y,Y,1,CPHILO-25,,
CCC000521875,PHILO35,PHILO,35,Environmental Ethics,"PHILO 35 - Environmental Ethics, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Do we have moral obligations towards nature? Who counts more: ecosystems, species, or individuals? What, if anything, is the value of wilderness? Course will address questions and issues such as these that arise when considering the relationship between human beings and the environment. Topics include animal rights, land use policy, sustainability, bioengineering, climate change, environmental justice. Theoretical approaches include deep ecology, anthropocentrism, ecofeminism, and pragmatism. Field trips may be required. Not repeatable. MJC equivalent: (PHILO 135) Transfer: (CSU/UC)(CSU-GE: C2)(IGETC: 3B)",PHIL,1509.00,150900,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CPHILO,35,Y,Y,Y,2,CPHILO-35,,
CCC000446378,PHILO5,PHILO,5,Introduction to the History and Philosophy of Science,"PHILO 5/HIST 5 - Introduction to the History and Philosophy of Science,	3 units Prerequisite(s): ENGL 1A 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  An introduction to the ideas, processes and consequences of science through history. The historical development of philosophies of science will be central throughout. Critical reasoning and extensive writing will be required. Contextual cultural analysis is expected. Credit may be earned for only one of the following: PHILO 5 or HIST 5. Not repeatable.Transfer: (UC/CSU) (CSU-GE: A3, C2) (IGETC: 1B, 3B)",PHIL,2201.00,220100,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CPHILO,5,Y,Y,Y,1,CPHILO-5,,
CCC000086995,PHYCS1,PHYCS,1,Conceptual Physics,"PHYCS 1 - Conceptual Physics, 3 Units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  A conceptual investigation of the physics of motion, energy, light and color, gravitation and relativity. Not repeatable. MJC equivalent: (PHYS 160) Transfer: (CSU/UC) (CSU/UC-Transfer credit limited. See a counselor.) (CSU-GE: B1) (IGETC: 5A)",PHYC,1902.00,190200,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CPHYCS,1,Y,Y,Y,1,CPHYCS-1,,
CCC000551895,PHYCS30,PHYCS,30,Survey of Chemistry and Physics,"PHYCS 30/CHEM 30 - Survey of Chemistry and Physics, 4 units Prerequisite(s): MATH 101 with a grade of C or better, or P.  54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  An investigation of basic principles of physics and chemistry including matter, physical and chemical properties, energy, motion, light, atomic structure, bonding, solutions and chemical reactions. The inter-dependence of chemistry and physics will be emphasized. The inquiry-based learning experience is designed to assist students and future science educators in learning how to guide learning by self-discovery. Not repeatable. Credit may be earned for only one of the following: CHEM 30 or PHYCS 30.  MJC equivalent: (PHSCI 180) Transfer: (CSU/UC)(CSU-GE: B1, B3) (IGETC: 5A, 5C) C-ID:(CHEM 30 or PHYCS 30 = C-ID CHEM 140)",PHYC,1901.00,190100,D,A,4,4,N,E,N,Y,,N,CHEM 140,NULL,CPHYCS,30,Y,Y,Y,1,CPHYCS-30,,
CCC000134528,PHYCS4A,PHYCS,4A,Introductory Physics I: Trigonometry Level,"PHYCS 4A - Introductory Physics I: Trigonometry Level, 4 units Prerequisite(s): MATH 8 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  A trigonometry-level introduction to the modeling of physical phenomena using Newtonian theory and its extensions. Core topics include: kinematics, dynamics, work and energy, momentum, fluids, and simple harmonic motion. This course requires the student to use algebra, trigonometry, abstract concept assimilation, and critical thinking. Field trips may be required. Not repeatable. MJC equivalent: (PHYS 142) Transfer: (CSU/UC-Transfer credit limited. See a counselor.) (CSU-GE: B1, B3) (IGETC: 5A, 5C) C-ID: (PHYS 105)",PHYC,1902.00,190200,D,A,4,4,N,E,N,Y,,N,PHYS 105,NULL,CPHYCS,4A,Y,Y,Y,1,CPHYCS-4A,,
CCC000112426,PHYCS4B,PHYCS,4B,Introductory Physics II: Trigonometry Level,"PHYCS 4B - Introductory Physics II: Trigonometry Level, 4 Units Prerequisite(s): PHYCS 4A 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  A trigonometry-level introduction to the modeling of physical phenomena using electrostatics, magnetostatics, electromagnetic induction, and electric circuit theories. Includes an introduction to optics, and modern physics. This course requires the student to use the following college-level skills: algebra, trigonometry, abstract concept assimilation and critical thinking. Not repeatable. MJC equivalent: (PHYS 143) Transfer: (CSU/UC-Transfer credit limited. See a counselor.) (CSU-GE: B1, B3) (IGETC: 5A, 5C) C-ID: (PHYS 110) (PHYCS 4A + PHYCS 4B = C-ID PHYS 100S)",PHYC,1902.00,190200,D,A,4,4,N,E,N,Y,,N,PHYS 110,NULL,CPHYCS,4B,Y,Y,Y,1,CPHYCS-4B,,
CCC000561807,PHYCS5A,PHYCS,5A,Introductory Physics I: Calculus Level,"PHYCS 5A - Introductory Physics I: Calculus Level, 4 units Prerequisite(s): MATH 18A 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  A calculus based introduction to the modeling of physical phenomena using Newtonian theory and its extensions. Topics include macroscopic force laws, linear and rotational dynamics, energy, fluids, oscillations, thermal physics, and waves. This course requires the student to use the following college-level skills: algebra, trigonometry, beginning calculus, abstract concept assimilation, and critical thinking. Field trips may be required. Not repeatable. MJC equivalent: (PHYS 101) Transfer: (CSU/UC-Transfer credit limited. See a counselor.) (CSU-GE: B1, B3) (IGETC: 5A, 5C)  C-ID: (PHYS 205)",PHYC,1902.00,190200,D,A,4,4,N,E,N,Y,,N,PHYS 205,NULL,CPHYCS,5A,Y,Y,Y,1,CPHYCS-5A,,
CCC000561806,PHYCS5B,PHYCS,5B,Introductory Physics II: Calculus Level,"PHYCS 5B - Introductory Physics II: Calculus Level, 4 units Prerequisite(s): PHYCS 5A, and MATH 18B 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  A calculus-level introduction to modeling with electrostatics, magneto statics, electromagnetic induction, and electric circuit theories. Includes an introduction to optics and modern physics. This course requires the student to use the following college-level skills: algebra, trigonometry, integral calculus, abstract concept assimilation, critical thinking, and a four-stage physics modeling procedure (developed in Introductory Physics I). Not repeatable. MJC equivalent: (PHYS 103) Transfer: (CSU/UC-Transfer credit limited. See a counselor.) (CSU-GE: B1, B3) (IGETC: 5A, 5C) C-ID: (PHYS 210)",PHYC,1902.00,190200,D,A,4,4,N,E,N,Y,,N,PHYS 210,NULL,CPHYCS,5B,Y,Y,Y,1,CPHYCS-5B,,
CCC000571750,PHYCS5C,PHYCS,5C,Physics III: Calculus Level,"PHYCS 5C - Physics III: Calculus Level,	4 units Prerequisite(s): PHYCS 5B, and MATH 18B Recommended for Success: Concurrent enrollment in MATH 18C 54 Lecture Hours, 54 Laboratory Hours, 108 Out-of-Class Hours = 216 Total Student Learning Hours  PHYCS 5C is a continuation of PHYCS 5B. It emphasizes the laws of thermodynamics, relativity, and topics of modern physics. PHYCS 5C intended for students majoring in physical sciences and engineering. Since different colleges vary slightly in the order in which the topics are presented, it is strongly recommended that students take the entire sequence at Columbia College. Not repeatable. MJC equivalent: (CC PHYCS 5A+5B+5C = MJC PHYS 101+102+103) Transfer: (CSU/UC) (CSU-GE: B1, B3) (IGETC: 5A, 5C) C-ID: (PHYS 215) (PHYCS 5A + 5B + 5C = C-ID PHYS 200S)",PHYC,1902.00,190200,D,A,4,4,N,E,N,Y,,N,PHYS 215,NULL,CPHYCS,5C,Y,Y,Y,1,CPHYCS-5C,,
CCC000173243,POLSC10,POLSC,10,Constitutional Government,"POLSC 10 - Constitutional Government, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  A survey course in the political system of the United States from its inception at the end of the eighteenth century until the present time. Primary focus will be the Constitution, its ideological underpinnings, uses and limitations. Class will also cover the two party system, the process of justice, the specific mechanisms of legislature, and the governmental power at the national, state, and local levels, with specific emphasis on the state of California. The interests and rights of all historically under represented groups will be included in the analysis of the power structure.  (POLSC 10, taken in conjunction with Hist 16 or HIST 17 satisfies CSU requirements in United States History, Constitution, and American ideals.) Not repeatable. MJC equivalent: (POLSC 101) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4H) C-ID: (POLS 110)",POLI,2207.00,220700,D,A,3,3,N,E,N,Y,,N,POLS 110,NULL,CPOLSC,10,Y,Y,Y,1,CPOLSC-10,,
CCC000130524,POLSC12,POLSC,12,American Political Thought,"POLSC 12 - American Political Thought, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Historical survey of major American political ideas, political processes, ideals and aspirations. The origins, evolution, and current directions of American political thought will be examined through specific American values and beliefs. The course will introduce the major political ideologies, their origins, and the implications and consequences of those in American history. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4H)",POLI,2207.00,220700,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CPOLSC,12,Y,Y,Y,1,CPOLSC-12,,
CCC000244704,POLSC14,POLSC,14,International Relations,"POLSC 14 - International Relations, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Introduction to the principles and practices of international politics, emphasizing problems of war and peace, foreign policies of major powers, problems of developing countries, and global problems. Emphasis placed upon the formulation and execution of American foreign policy within a constitutional and political framework. The dynamics of interstate relations, diplomacy, international law, non-state actors and supra-national organizations will be emphasized. Not repeatable. MJC equivalent: (POLSC 110) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4H) C-ID: (POLS 140)",POLI,2207.00,220700,D,A,3,3,N,E,N,Y,,N,POLS 140,NULL,CPOLSC,14,Y,Y,Y,1,CPOLSC-14,,
CCC000561750,POLSC16,POLSC,16,Comparative Government and Politics,"POLSC 16 - Comparative Government and Politics,	 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Comparative analysis of different kinds of political systems, including their history, political institutions, processes and policies, the environments in which they occur, and their consequences. Not repeatable. MJC equivalent: (POLSC 140) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4H) C-ID: (POLS 130)",POLI,2207.00,220700,D,A,3,3,N,E,N,Y,,N,POLS 130,NULL,CPOLSC,16,Y,Y,Y,1,CPOLSC-16,,
CCC000285688,PSYCH1,PSYCH,1,General Psychology,"PSYCH 1 - General Psychology, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  An introductory survey course of the general field of psychology. Topics to be covered include: the scientific method (including the impact of diversity and ethics), conditioning, personality development, aggression, emotions, stress, anxiety, therapy, sexuality, motivation, consciousness, biology and behavior, and abnormal psychology. Not repeatable. MJC equivalent: (PSYCH 101) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4I) C-ID: (PSY 110)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PSY 110,NULL,CPSYCH,1,Y,Y,Y,1,CPSYCH-1,,
CCC000291256,PSYCH10,PSYCH,10,Lifespan Human Development,"PSYCH 10 - Lifespan Human Development, 3 units Recommended for Success: PSYCH 1 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  An introduction to the scientific study of the human being from conception to death. The interplay of biological, psychological, social and cultural forces on the developing human will be examined. As well as examining universal development, the course will examine individual differences in human development that includes developmental problems associated with physical, cognitive, social and personality issues. Instruction will include theoretical concepts as well as practical application. Not repeatable. MJC equivalent: (PSYCH 141) Transfer: (CSU/UC) (CSU-GE: E) (IGETC: 4I) C-ID: (PSY 180)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PSY 180,NULL,CPSYCH,10,Y,Y,Y,1,CPSYCH-10,,
CCC000532514,PSYCH15,PSYCH,15,Research Methods in Psychology,"PSYCH 15 - Research Methods in Psychology, 3 units Prerequisite(s): PSYCH 1, MATH 2 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  An introduction to basic research methods used in Psychology (and other behavioral sciences). This includes an examination of the scientific method, research design (descriptive, observational, correlational and experimental methods), experimental procedures, the collection, analysis and reporting of research data, the review and evaluation of research articles and ethics in research. Research design and methodology will be illustrated through selected research topics in psychology; for example, neuroscience, learning, memory, development and social psychology. Not repeatable. Transfer: (CSU/UC) (CSU-GE: 9) C-ID: (PSY 200)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PSY 200,NULL,CPSYCH,15,Y,Y,Y,1,CPSYCH-15,,
CCC000093288,PSYCH20,PSYCH,20,Sport Psychology,"PSYCH 20 - Sport Psychology, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Introductory survey of the theoretical and practical applications of psychology to sport and exercise. Cognitive, behavioral, social-psychological and affective factors related to populations and topics in sport and exercise will be covered. Topics include introduction to sport psychology, personality and sport, audience effect, aggression, arousal/stress, anxiety, motivation, team climate, and youth issues/gender issues. Not repeatable. Transfer: (CSU) (CSU-GE: D, E)",PSYC,2001.00,200100,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CPSYCH,20,Y,Y,Y,1,CPSYCH-20,,
CCC000561751,PSYCH24,PSYCH,24,Abnormal Psychology,"PSYCH 24 - Abnormal Psychology, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course is designed to introduce students to the scientific study of psychopathology and atypical psychological behavior. The course will examine psychological disorders from a variety of contemporary psychological perspectives, including the biological and neuroscience perspectives, the psychological perspectives and the sociocultural perspectives. Students will also be introduced to current assessment and diagnostic criteria and the DMS-5, as well as intervention and treatment strategies. An examination of the scientific method and current research are also presented. Not repeatable. MJC equivalent: (PSYCH 105) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4I) C-ID: (PSY 120)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PSY 120,NULL,CPSYCH,24,Y,Y,Y,1,CPSYCH-24,,
CCC000146830,PSYCH30,PSYCH,30,Psychology of Adjustment,"PSYCH 30 - Psychology of Adjustment, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course is designed for students to learn and apply psychological principles and theories to their everyday life and foster their personal and social adjustment. This includes an examination of different psychological perspectives and their theoretical foundations as well as the influence of culture, society, gender, ethnicity, historical cohort and socio-economic status. Furthermore, students shall learn how scientists, clinicians and other practitioners study psychology. Lastly, this course should facilitate student understanding of other social sciences and improve critical thinking skills. Field trips may be required. Not repeatable. MJC equivalent: (PSYCH 130) Transfer: (CSU)(CSU-GE: E) C-ID: (PSY 115)",PSYC,2001.00,200100,D,B,3,3,N,E,N,Y,,N,PSY 115,NULL,CPSYCH,30,Y,Y,Y,1,CPSYCH-30,,
CCC000308497,PSYCH35,PSYCH,35,Introduction to Drugs and Behavior,"PSYCH 35 - Introduction to Drugs and Behavior,	 3 units Recommended for Success: PSYCH 1 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course provides an overview of the epidemiology and toxicology of substance abuse and its relevance to personal and public health. Students will be introduced to the concept of substance abuse and dependence, the definition of licit and illicit drugs, and the pharmacologic, neurologic and physiologic effects of selected substances on the human brain and their psychological functioning and well being. Political, social and economic factors involved in the supply and demand for drugs will be discussed. Epidemiologic data on the prevalence, incidence and trends of smoking, alcohol, prescription and other drug dependencies in the U.S. will be covered, as well as risk factors associated with the use and abuse of these substances. Current options for recovery and a survey of local resources will be reviewed. Not repeatable.  Transfer: (CSU/UC) (CSU-GE: D, E) (IGETC: 4I) C-ID: (PHS 103)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PHS 103,NULL,CPSYCH,35,Y,Y,Y,1,CPSYCH-35,,
CCC000040180,PSYCH40,PSYCH,40,Stress Management,"PSYCH 40 - Stress Management, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  An overview of the psychological, physiological, sociological and behavioral dynamics underlying the management of the human stress response. The class covers the biological and psychological aspects of the stress response, as well as the appraisal and management of stress. This includes time management, lifestyle choices, behavior modification techniques, relaxation training, and interpersonal communication techniques. Not repeatable. Transfer: (CSU) (CSU-GE: E)",PSYC,2001.00,200100,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CPSYCH,40,Y,Y,Y,1,CPSYCH-40,,
CCC000377401,PSYCH5,PSYCH,5,Human Sexual Behavior,"PSYCH 5 - Human Sexual Behavior, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Exploration of issues in human sexuality from a psychological, social and biological perspective. Study and discussion of sexual behavior, feelings and attitudes as they affect one's self and others. Not repeatable. MJC equivalent: (PSYCH 110) Transfer: (CSU/UC) (CSU-GE: E) (IGETC: 4I) C-ID: (PSY 130)",PSYC,2001.00,200100,D,A,3,3,N,E,N,Y,,N,PSY 130,NULL,CPSYCH,5,Y,Y,Y,1,CPSYCH-5,,
CCC000505003,PSYCH52,PSYCH,52,Introduction to Peer Support for Psychosocial Rehabilitation,"PSYCH 52 - Introduction to Peer Support for Psychosocial Rehabilitation, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course provides an overview of the knowledge, skills and attitudes that are required for individuals entering the field of Peer Counseling. The individual role of peer counselor is defined, as well as how the peer counselor integrates into a multidisciplinary team. The core values of psychosocial rehabilitation and recovery are reviewed, and students will identify their strengths in relationship to these values. Core skills are defined and demonstrated, such as self-management (using Mary Ellen Copeland's Wellness Recovery Action Plan), advocacy, boundaries and working from a strengths perspective. In addition, the student learns basic documentation skills and reviews confidentiality regulations under HIPAA. Not repeatable. Transfer: (CSU)",PSYC,2001.00,200100,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CPSYCH,52,Y,Y,Y,2,CPSYCH-52,,
CCC000505005,PSYCH56,PSYCH,56,Introduction to Psychosocial Rehabilitation,"PSYCH 56 - Introduction to Psychosocial Rehabilitation, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  The course reviews the history of the treatment of persons with psychiatric disorders and shows the evolution of thinking and practice in the field. The course provides an overview of the fundamental theories, strategies, practice models and interventions commonly utilized in psychosocial rehabilitation. During the course, the student will review the principles and values of psychosocial rehabilitation, emphasizing consumer empowerment and recovery. The course will cover a brief history of the field, current practice models, and will identify important issues facing the psychosocial rehabilitation practitioner today. The purpose of this course is to present the core values and principles of recovery-oriented, psychosocial rehabilitation practice. Also presented is basic information on psychiatric disorders, current research and how to work in an empowering way with consumers about medication. Not repeatable. Transfer: (CSU)",PSYC,2001.00,200100,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CPSYCH,56,Y,Y,Y,2,CPSYCH-56,,
CCC000590601,PSYCH99,PSYCH,99,Independent Study in Psychology,"PSYCH 99 - Independent Study in Psychology, 2 to 4 units Formerly listed as: PSYCH 99 - Independent Study 2 Units: 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  3 Units: 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  4 Units: 72 Lecture Hours, 144 Out-of-Class Hours = 216 Total Student Learning Hours  This course is designed for students who wish to explore an independent project in Psychology, typically in a subject area that we do not yet offer. The student and instructor must reach an agreement concerning the number of units and the scope of the student's project. The course may be repeatable subject to the limitations in the Columbia College Catalog, and additionally must be a different project. Not repeatable. Transfer: (CSU)",PSYC,2001.00,200100,D,B,4,2,N,E,N,Y,,N,NULL,NULL,CPSYCH,99,Y,Y,Y,2,CPSYCH-99,,
CCC000505008,SIGN40A,SIGN,40A,ASL - Beginning Communication with the Deaf,"SIGN 40A - ASL - Beginning Communication with the Deaf, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This is the beginning course in American Sign Language (ASL) and Deaf culture. ASL is the language used by culturally Deaf people in the United States. The class focus is on everyday conversations and situations. Emphasis is on both receptive and expressive skills. Not repeatable. Transfer: (CSU/UC) (CSU-GE: C2)",SIGN,0850.00,085000,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CSIGN,40A,Y,Y,Y,1,CSIGN-40A,,
CCC000505009,SIGN40B,SIGN,40B,ASL - Elementary Communication with the Deaf,"SIGN 40B - ASL - Elementary Communication with the Deaf, 3 units Prerequisite(s): SIGN 40A 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This is an elementary-level course in American Sign Language (ASL) and Deaf culture. ASL is the language used by culturally Deaf people in the United States. The class focus is on everyday conversations and situations. Emphasis is on both receptive and expressive skills. Not repeatable. Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B, 6A)",SIGN,0850.00,085000,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CSIGN,40B,Y,Y,Y,1,CSIGN-40B,,
CCC000505010,SIGN40C,SIGN,40C,ASL - Intermediate Communication with the Deaf,"SIGN 40C - ASL - Intermediate Communication with the Deaf, 3 Units Formerly listed as: SIGN 40C - ASL - Advanced Intermediate Communication with the Deaf Prerequisite(s): SIGN 40B 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This is the third course in American Sign Language (ASL) and Deaf Culture. ASL is the language used by most deaf people in the United States. Emphasis is on improving speed and fluency. Not repeatable. Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B, 6A)",SIGN,0850.00,085000,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CSIGN,40C,Y,Y,Y,1,CSIGN-40C,,
CCC000446534,SKLDV302,SKLDV,302,Parenting Strategies/Family Relationship,"SKLDV 302 - Parenting Strategies/Family Relationship, 0 units Hours per term: 18 lecture and 9 laboratory  This course examines the importance of family relationships and helps identify strategies that can lead to positive changes within the family. Students will learn strategies for effective parenting, effective communication, stress and anger management, domestic violence resolution and personal boundary maintenance. Unlimited repeats.  Noncredit, Not Graded",SKIL,1305.60,130560,N,C,0,0,N,E,N,L,,N,NULL,NULL,CSKLDV,302,Y,F,Y,2,CSKLDV-302,,
CCC000525283,SKLDV410,SKLDV,410,Supervised Tutoring,"SKLDV 410 - Supervised Tutoring, 0 units  Provides supervised tutoring in a designated laboratory/learning center in order to support student success in course(s) in which they are enrolled. NOTE: Student contact hours may range from 1-10 hours weekly.  Noncredit, Non Graded",SKIL,4930.09,493009,N,C,0,0,B,E,N,L,,N,NULL,NULL,CSKLDV,410,Y,C,Y,2,CSKLDV-410,,
CCC000587365,SKLDV610,SKLDV,610,Introduction to Computer Access,"SKLDV 610 - Introduction to Computer Access,	 1 unit  54 Laboratory Hours = 54 Total Student Learning Hours  Prerequisite: Verified disability according to California Community College Title 5 regulations.  Designed to provide access to and instruction in specialized computer programs for students with verified learning, developmental, or physical disabilities. Students will work in one or more areas, including adaptive typing and word processing, fundamental academic skills such as reading, spelling, vocabulary, grammar, and mathematics, and/or cognitive exercises and memory-building techniques. Not repeatable. Grading: (P/NP Only).",SKIL,4930.32,493032,C,C,1,1,B,E,N,Y,,S,NULL,NULL,CSKLDV,610,Y,Y,Y,2,CSKLDV-610,,
CCC000038505,SKLDV690,SKLDV,690,Study Skills,"SKLDV 690 - Study Skills, .5 units 9 Lecture Hours, 18 Out-of-Class Hours = 27 Total Student Learning Hours  An introductory discussion of effective study methods. Topics will include goal setting, time management, learning styles, note-taking, textbook analysis, memory/concentration, and test taking. Not repeatable. Grading: (P/NP Only).",SKIL,4930.14,493014,C,C,0.5,0.5,B,E,N,Y,,N,NULL,NULL,CSKLDV,690,Y,Y,Y,2,CSKLDV-690,,
CCC000072636,SKLDV700,SKLDV,700,GED Preparation,"SKLDV 700 - GED Preparation, 0 units 54 Lecture Hours = 54 Total Student Learning Hours  Designed to teach the general skills needed to pass the General Educational Development test. Unlimited repeats.   Noncredit, Not Graded",SKIL,4930.62,493062,N,C,0,0,B,E,N,L,,N,NULL,NULL,CSKLDV,700,Y,C,Y,2,CSKLDV-700,,
CCC000594530,SKLDV701,SKLDV,701,Life Strategies for Success,"SKLDV 701 - Life Strategies for Success, 0 units Hours per term: 18 lecture and 18 laboratory  Students will learn and practice skills and strategies that will assist them in developing and implementing a personal plan for achieving their life goals. Unlimited repeats.  NonCredit, Not Graded",SKIL,1301.00,130100,N,C,0,0,N,D,N,L,,N,NULL,NULL,CSKLDV,701,Y,G,Y,2,CSKLDV-701,,
CCC000592483,SKLDV703,SKLDV,703,Practical Money Skills for Life,"SKLDV 703 - Practical Money Skills for Life,	 0 units Hours per term: 9 lecture and 9 laboratory  This is a basic course in money management. Each student will be introduced to the benefits of budgeting and financial planning. Students will become familiar with recognizing how to best utilize their financial resources, identify the benefits and drawbacks of using credit, learn the various types of checking and savings accounts, identify various consumer scams, and learn how to protect themselves from identity theft. Unlimited Repeats.  Noncredit, Not Graded",SKIL,1301.00,130100,N,C,0,0,N,D,N,L,,N,NULL,NULL,CSKLDV,703,Y,G,Y,2,CSKLDV-703,,
CCC000528642,SKLDV705,SKLDV,705,Preparation for Citizenship Test,"SKLDV 705 - Preparation for Citizenship Test,	 0 units Hours per term: 18 lecture  Requisite:  Basic literacy in home language and mid-beginning ESL.  This course will prepare you to take each section of the U.S. Citizenship Test and it will cover topics such as Civics, the U.S. Government, History, Geography, Reading, and Writing. It will also cover tips on how to study for the test and how to most effectively prepare yourself for the test. Unlimited repeats.   Noncredit, Not Graded",SKIL,4930.90,493090,N,C,0,0,N,E,N,L,,N,NULL,NULL,CSKLDV,705,Y,B,Y,2,CSKLDV-705,,
CCC000590937,SKLDV706,SKLDV,706,GED: Math and Language Arts,"SKLDV 706 - GED: Math and Language Arts,	 0 units Hours per term: 54 lecture  Designed to teach the general skills to pass the General Educational Development (GED) test in the subjects of Math and Language Art & Reasoning. Unlimited repeats.",SKIL,4930.62,493062,N,C,0,0,B,E,N,K,,N,NULL,NULL,CSKLDV,706,Y,C,Y,1,CSKLDV-706,,
